cityId,city,province
1268,Middleton,ID
1269,Indio,CA
1270,North Vernon,IN
1271,West Lafayette,IN
1272,Marion,IN
1273,Bloomington,IN
1274,Muncie,IN
1275,Camby,IN
1276,Franklin,IN
1277,Plainfield,IN
1278,Fairfax,VA
1279,Newland,NC
1280,Murphy,NC
1281,Ocean Springs,MS
1282,Kenly,NC
1283,Battleboro,NC
1284,Louisburg,NC
1285,Farmville,NC
1286,Billings,MT
1287,Yucaipa,CA
1288,Drumright,OK
1289,Henryetta,OK
1290,Claremore,OK
1291,Enid,OK
1292,Tiffin,OH
1293,Gallipolis,OH
1294,Marion,OH
1295,Ashland,OH
1296,Lancaster,OH
1297,Swanton,OH
1298,Washington Court House,OH
1299,Saint Marys,OH
1300,Greensburg,PA
1301,Mount Ephraim,NJ
1302,Ponchatoula,LA
1303,New Orleans,LA
1304,Monroe,LA
1305,Metairie,LA
1306,Many,LA
1307,Mandeville,LA
1308,Kenner,LA
1309,Houma,LA
1310,Haughton,LA
1311,Gonzales,LA
1312,Farmerville,LA
1313,Tallahassee,FL
1314,Oakland,CA
1315,San Luis Obispo,CA
1316,Yorkville,NY
1317,Lawndale,CA
1318,Towson,MD
1319,New Port Richey,FL
1320,Fair Oaks,CA
1321,Killeen,TX
1322,Lihue,HI
1323,Chesterton,IN
1324,Warrenton,MO
1325,San Dimas,CA
1326,Los Alamitos,CA
1327,Duarte,CA
1328,Dublin,CA
1329,Johnstown,CO
1330,Martinsville,VA
1331,Ada,OK
1332,Auburn,WA
1333,Westbury,NY
1334,Ferdinand,IN
1335,Independence,MO
1336,Woodbridge,VA
1337,Johnson Creek,WI
1338,Evans,GA
1339,Gas City,IN
1340,Bluffton,IN
1341,Plymouth,MA
1342,Oak Creek,WI
1343,Mount Prospect,IL
1344,Ionia,MI
1345,Neenah,WI
1346,Ruston,LA
1347,Bossier City,LA
1348,Broussard,LA
1349,Maurice,LA
1350,Morgan City,LA
1351,Dravosburg,PA
1352,Clarkston,WA
1353,Thomasville,NC
1354,Pfafftown,NC
1355,Morrisville,NC
1356,Mocksville,NC
1357,San Ramon,CA
1358,Canton,MI
1359,North Miami Beach,FL
1360,Winnsboro,TX
1361,Pasadena,TX
1362,Snyder,TX
1363,Princeton,TX
1364,Mitchell,SD
1365,Winslow,AZ
1366,Terryville,CT
1367,Niantic,CT
1368,Hamden,CT
1369,Hartford,CT
1370,Farmington,CT
1371,Kenosha,WI
1372,Riverside,IL
1373,Chesterfield,MO
1374,Hollister,MO
1375,Branson,MO
1376,Rolla,MO
1377,Burbank,CA
1378,Waconia,MN
1379,McAllen,TX
1380,Sulphur Springs,TX
1381,Sweetwater,TX
1382,Sapulpa,OK
1383,New Paltz,NY
1384,Mount Kisco,NY
1385,New City,NY
1386,Merrick,NY
1387,Long Beach,NY
1388,Liverpool,NY
1389,Liberty,NY
1390,San Manuel,AZ
1391,Buellton,CA
1392,Palmdale,CA
1393,Santa Fe Springs,CA
1394,South El Monte,CA
1395,Whittier,CA
1396,La Mirada,CA
1397,San Bernardino,CA
1398,Orange,CA
1399,Oakdale,CA
1400,Port Angeles,WA
1401,Poway,CA
1402,North Bend,WA
1403,Lynnwood,WA
1404,Liberty Lake,WA
1405,Enumclaw,WA
1406,Kent,WA
1407,Everett,WA
1408,South Bend,IN
1409,Glen Ellyn,IL
1410,Downers Grove,IL
1411,Burbank,IL
1412,Sycamore,IL
1413,Brighton,MA
1414,Centralia,IL
1415,Oviedo,FL
1416,Hoffman Estates,IL
1417,Lebanon,IN
1418,Emmitsburg,MD
1419,Berlin,MD
1420,Old Greenwich,CT
1421,Greenwich,CT
1422,Westminster,CO
1423,Herndon,VA
1424,Arlington,VA
1425,Ulysses,KS
1426,Pratt,KS
1427,Olathe,KS
1428,Neodesha,KS
1429,Crawfordville,FL
1430,Fayetteville,AR
1431,Ponte Vedra Beach,FL
1432,Whiteland,IN
1433,Andover,KS
1434,Cloquet,MN
1435,Holland,OH
1436,Verona,PA
1437,Goose Creek,SC
1438,Morehead City,NC
1439,Harrisburg,PA
1440,Snohomish,WA
1441,Moses Lake,WA
1442,Lacey,WA
1443,Ephrata,WA
1444,Chehalis,WA
1445,Chillicothe,OH
1446,Ennis,TX
1447,Brownsville,TX
1448,Cedar Park,TX
1449,Bonham,TX
1450,Dumas,TX
1451,Canton,TX
1452,Suwanee,GA
1453,Piqua,OH
1454,Chatsworth,GA
1455,LaGrange,GA
1456,Forest City,IA
1457,Agawam,MA
1458,Lincoln,NE
1459,Woonsocket,RI
1460,Salem,NH
1461,Kittery,ME
1462,Durham,NC
1463,Oxnard,CA
1464,Mount Pleasant,SC
1465,Elgin,IL
1466,Union City,CA
1467,Camden,TN
1468,Church Hill,TN
1469,Walhalla,SC
1470,Liberty,SC
1471,Boiling Springs,SC
1472,Hilton Head Island,SC
1473,North Olmsted,OH
1474,Allentown,PA
1475,York,PA
1476,Cheshire,CT
1477,Honolulu,HI
1478,Kapolei,HI
1479,Pocatello,ID
1480,Idaho Falls,ID
1481,Mason City,IA
1482,Medford,MA
1483,Mashpee,MA
1484,Lexington,MA
1485,Hanford,CA
1486,Jasper,GA
1487,Waycross,GA
1488,Dacula,GA
1489,Largo,FL
1490,Port Richey,FL
1491,Sebring,FL
1492,West Palm Beach,FL
1493,Longmont,CO
1494,Fort Collins,CO
1495,Loveland,CO
1496,Greeley,CO
1497,Alamogordo,NM
1498,Cranford,NJ
1499,Minooka,IL
1500,Litchfield,IL
1501,Grayslake,IL
1502,Godfrey,IL
1503,Dwight,IL
1504,Danville,IL
1505,Rego Park,NY
1506,Winchester,IN
1507,Vincennes,IN
1508,Noblesville,IN
1509,Monticello,IN
1510,Logansport,IN
1511,Madison,IN
1512,Lawrenceburg,IN
1513,Lafayette,IN
1514,Kokomo,IN
1515,Wheatland,WY
1516,Sheridan,WY
1517,Rock Springs,WY
1518,Buckeye,AZ
1519,Weatherford,OK
1520,Caldwell,ID
1521,Heyburn,ID
1522,Houston,MO
1523,Hannibal,MO
1524,Harrisonville,MO
1525,De Soto,MO
1526,Butler,MO
1527,Arnold,MO
1528,Blue Springs,MO
1529,Wyoming,MN
1530,Belton,MO
1531,Ashland,MO
1532,Willmar,MN
1533,Wayzata,MN
1534,Duluth,MN
1535,Waseca,MN
1536,Two Harbors,MN
1537,Wadena,MN
1538,Parkville,MD
1539,Montebello,CA
1540,Fargo,ND
1541,Valley City,ND
1542,Wahpeton,ND
1543,Rutherfordton,NC
1544,Pascagoula,MS
1545,Jamaica Plain,MA
1546,Hyannis,MA
1547,Sun Valley,CA
1548,Rosemead,CA
1549,Fort Wayne,IN
1550,Huntington,IN
1551,Greencastle,IN
1552,Fishers,IN
1553,Columbus,IN
1554,Anderson,IN
1555,Auburn,IN
1556,Avon,IN
1557,Washington,IL
1558,Lafayette,CA
1559,Moraga,CA
1560,Solana Beach,CA
1561,Hacienda Heights,CA
1562,La Crescenta,CA
1563,Manitou Springs,CO
1564,Moreno Valley,CA
1565,Pomona,CA
1566,Newaygo,MI
1567,Melvindale,MI
1568,Wixom,MI
1569,Evans,CO
1570,South Yarmouth,MA
1571,Logan,WV
1572,Rochester,MI
1573,Tustin,CA
1574,Redford,MI
1575,South Gate,CA
1576,Venice,CA
1577,Murphysboro,IL
1578,Little Falls,MN
1579,Sioux City,IA
1580,Mountain Grove,MO
1581,Saint Clair,MO
1582,Vermilion,OH
1583,Painesville,OH
1584,Logan,OH
1585,Lebanon,OH
1586,Georgetown,OH
1587,Coshocton,OH
1588,Inverness,FL
1589,Cantonment,FL
1590,Bremen,IN
1591,Syracuse,IN
1592,Troy,IL
1593,Perris,CA
1594,Mission Viejo,CA
1595,Greer,SC
1596,Saint George,SC
1597,Orangeburg,SC
1598,Lugoff,SC
1599,Johnsonville,SC
1600,Troy,MI
1601,Union Grove,WI
1602,Wisconsin Dells,WI
1603,King George,VA
1604,Westfield,WI
1605,Waunakee,WI
1606,Oconto Falls,WI
1607,Rhinelander,WI
1608,Milton,WI
1609,Reedsburg,WI
1610,New London,WI
1611,Menasha,WI
1612,Madison,WI
1613,Livonia,MI
1614,Pittsburg,KS
1615,Franklin,TN
1616,South Sioux City,NE
1617,Muskogee,OK
1618,Seabrook,TX
1619,New Braunfels,TX
1620,Huron,SD
1621,Hot Springs,SD
1622,Athens,OH
1623,Reno,NV
1624,North Platte,NE
1625,Bismarck,ND
1626,Minot,ND
1627,West Fargo,ND
1628,Helena,MT
1629,Laurel,MT
1630,Glendive,MT
1631,Havre,MT
1632,Saint Francis,MN
1633,Monticello,MN
1634,Grand Rapids,MN
1635,Morris,MN
1636,Fergus Falls,MN
1637,Princeton,KY
1638,Detroit Lakes,MN
1639,Wilmington,DE
1640,Whitehall,PA
1641,Bethlehem,PA
1642,Elmwood Park,IL
1643,Bridgeport,CT
1644,Norwich,NY
1645,Whitney Point,NY
1646,Roy,UT
1647,Newberry,SC
1648,North Charleston,SC
1649,Loves Park,IL
1650,Georgetown,KY
1651,Elizabethtown,KY
1652,Palmyra,IN
1653,Whiting,IN
1654,Linton,IN
1655,Brazil,IN
1656,Warren,IN
1657,Miramar Beach,FL
1658,Kendallville,IN
1659,Kouts,IN
1660,Corydon,IN
1661,Martinsville,IN
1662,Disputanta,VA
1663,Leesburg,VA
1664,Canyon,TX
1665,Midlothian,VA
1666,Woodstock,VA
1667,South Boston,VA
1668,Frisco,TX
1669,Collinsville,VA
1670,Richlands,VA
1671,Texas City,TX
1672,Searcy,AR
1673,Sheridan,AR
1674,Ozark,AR
1675,North Little Rock,AR
1676,Mena,AR
1677,Jacksonville,AR
1678,Grand Forks,ND
1679,Lake City,MN
1680,Rancho Cucamonga,CA
1681,Santa Monica,CA
1682,Baker,CA
1683,El Centro,CA
1684,Buena Park,CA
1685,Big Spring,TX
1686,Colonial Heights,VA
1687,Edinburg,TX
1688,Flower Mound,TX
1689,Laguna Niguel,CA
1690,Rancho Santa Margarita,CA
1691,Murrieta,CA
1692,Coalinga,CA
1693,Ceres,CA
1694,New Milford,NJ
1695,East Orange,NJ
1696,Bound Brook,NJ
1697,Sicklerville,NJ
1698,Saddle Brook,NJ
1699,Glassboro,NJ
1700,Newark,NJ
1701,Bergenfield,NJ
1702,Kearny,NJ
1703,Pemberton,NJ
1704,Elizabeth,PA
1705,Roxboro,NC
1706,Greenville,NC
1707,Garner,NC
1708,Roanoke Rapids,NC
1709,Troy,OH
1710,Windsor,CT
1711,New Haven,CT
1712,Prospect,CT
1713,Shelton,CT
1714,Durham,CT
1715,Porterville,CA
1716,Two Rivers,WI
1717,Plano,TX
1718,Hollis,NY
1719,Horseheads,NY
1720,Fulton,NY
1721,East Northport,NY
1722,East Syracuse,NY
1723,Zion,IL
1724,Escondido,CA
1725,Richland Center,WI
1726,Bushnell,FL
1727,West Berlin,NJ
1728,Bristol,CT
1729,Upper Marlboro,MD
1730,Owings Mills,MD
1731,Westover,MD
1732,Crowley,LA
1733,Oxford,MS
1734,Tupelo,MS
1735,Burlington,CO
1736,Milroy,PA
1737,Spirit Lake,IA
1738,Minocqua,WI
1739,Walden,NY
1740,Watertown,NY
1741,Ticonderoga,NY
1742,Utica,NY
1743,Springville,NY
1744,Sherburne,NY
1745,Scott,LA
1746,San Leandro,CA
1747,Muskegon,MI
1748,Menomonie,WI
1749,Lancaster,WI
1750,Kewaskum,WI
1751,Glendora,CA
1752,Hilo,HI
1753,Clemson,SC
1754,Pawtucket,RI
1755,Gardner,MA
1756,Augusta,ME
1757,Federal Way,WA
1758,Allen,TX
1759,Burke,VA
1760,Crete,NE
1761,Cranberry,PA
1762,Eatontown,NJ
1763,West Newton,PA
1764,Blackwood,NJ
1765,Hasbrouck Heights,NJ
1766,Clementon,NJ
1767,East Hanover,NJ
1768,Brookhaven,PA
1769,Brick,NJ
1770,Catoosa,OK
1771,Duncan,OK
1772,Chickasha,OK
1773,Hobart,OK
1774,Lancaster,PA
1775,Escanaba,MI
1776,Bryson City,NC
1777,Clemmons,NC
1778,Devils Lake,ND
1779,Candler,NC
1780,Black Mountain,NC
1781,Canton,NC
1782,Big Rapids,MI
1783,Apex,NC
1784,Clarkesville,GA
1785,Hiawassee,GA
1786,Hephzibah,GA
1787,Lincolnton,NC
1788,Jonesville,NC
1789,Hickory,NC
1790,Graham,NC
1791,Gillette,WY
1792,Butler,PA
1793,Johnstown,PA
1794,Paragould,AR
1795,Harrison,AR
1796,West Bridgewater,MA
1797,Siler City,NC
1798,Blythewood,SC
1799,Uniontown,PA
1800,Breezewood,PA
1801,Chambersburg,PA
1802,Jeffersonville,OH
1803,Lewisville,TX
1804,Laredo,TX
1805,La Porte,TX
1806,Mansura,LA
1807,Selma,CA
1808,Hermitage,TN
1809,Lancaster,SC
1810,Walnut,CA
1811,Lake Forest,CA
1812,Berlin,PA
1813,Meyersdale,PA
1814,Grindstone,PA
1815,Big Bear Lake,CA
1816,Signal Hill,CA
1817,Comanche,OK
1818,Davis,OK
1819,Roland,OK
1820,Spiro,OK
1821,Alvin,TX
1822,Amory,MS
1823,Calhoun City,MS
1824,Natchez,MS
1825,Pelahatchie,MS
1826,Hattiesburg,MS
1827,Dixon,CA
1828,Fallbrook,CA
1829,Petaluma,CA
1830,Simi Valley,CA
1831,Norwalk,CA
1832,Hawaiian Gardens,CA
1833,Redwood City,CA
1834,Rensselaer,NY
1835,Queensbury,NY
1836,Plainview,NY
1837,Pittsford,NY
1838,Patchogue,NY
1839,Cedar Hill,TX
1840,Mount Pleasant,TX
1841,Reading,PA
1842,Springfield,PA
1843,Exton,PA
1844,Mentor,OH
1845,Powder Springs,GA
1846,Scituate,MA
1847,Rockport,MA
1848,Salem,MA
1849,Bad Axe,MI
1850,Prudenville,MI
1851,Tecumseh,MI
1852,Lexington,NE
1853,Hernando,MS
1854,Brookville,PA
1855,Philipsburg,PA
1856,Viroqua,WI
1857,Virginia,MN
1858,Wabasha,MN
1859,Concord,MA
1860,Lexington,KY
1861,Lee,MA
1862,Uxbridge,MA
1863,Chelmsford,MA
1864,Lenox,MA
1865,Pittsfield,MA
1866,Beverly,MA
1867,Easthampton,MA
1868,Littleton,MA
1869,Winchendon,MA
1870,East Wareham,MA
1871,Petersburg,VA
1872,New Market,VA
1873,Tomah,WI
1874,River Falls,WI
1875,Afton,WY
1876,Bristow,OK
1877,Elk City,OK
1878,Crossville,TN
1879,Lawrenceburg,TN
1880,Cookeville,TN
1881,Henderson,TN
1882,Paris,TN
1883,Dyersburg,TN
1884,Niles,MI
1885,Sawyer,MI
1886,Saint Joseph,MI
1887,Holt,MI
1888,Alma,MI
1889,Harrison,MI
1890,Fenton,MI
1891,Okmulgee,OK
1892,Maumee,OH
1893,Venice,FL
1894,Folsom,CA
1895,Burlington,VT
1896,Sedalia,MO
1897,Hanover,MA
1898,Braintree,MA
1899,Malden,MA
1900,Quincy,MA
1901,Allston,MA
1902,Dorchester,MA
1903,Roslindale,MA
1904,Conifer,CO
1905,Delta,CO
1906,Brush,CO
1907,Point Pleasant Beach,NJ
1908,Plainfield,NJ
1909,Nutley,NJ
1910,Plymouth,NH
1911,Nashua,NH
1912,Hampton,NH
1913,Claremont,NH
1914,Blair,NE
1915,York,NE
1916,Walnut Creek,CA
1917,Westlake Village,CA
1918,La Mesa,CA
1919,Clovis,CA
1920,Texarkana,AR
1921,Placentia,CA
1922,Pleasanton,CA
1923,Tujunga,CA
1924,El Cerrito,CA
1925,Colusa,CA
1926,Palos Verdes Peninsula,CA
1927,Rialto,CA
1928,Redondo Beach,CA
1929,Ramona,CA
1930,Pittsburg,CA
1931,Panorama City,CA
1932,Parlier,CA
1933,North Hollywood,CA
1934,Uniontown,OH
1935,Avon Lake,OH
1936,West Nyack,NY
1937,Wellsville,NY
1938,Seaford,NY
1939,Sparta,NC
1940,Belmar,NJ
1941,Mount Holly,NJ
1942,Rochester,NH
1943,Exeter,NH
1944,Alliance,NE
1945,Seward,NE
1946,Piscataway,NJ
1947,Laconia,NH
1948,Beatrice,NE
1949,Chadron,NE
1950,Concord,NH
1951,Riverton,NJ
1952,Columbia,NJ
1953,Odessa,TX
1954,La Feria,TX
1955,Irving,TX
1956,Carlsbad,NM
1957,Wayne,NJ
1958,Red Bank,NJ
1959,Short Hills,NJ
1960,Secaucus,NJ
1961,Rockaway,NJ
1962,Manasquan,NJ
1963,Mechanicsburg,PA
1964,Folsom,PA
1965,Haverford,PA
1966,Paoli,PA
1967,Devon,PA
1968,Calimesa,CA
1969,San Bruno,CA
1970,Salida,CA
1971,Rancho Cordova,CA
1972,Newman,CA
1973,Napa,CA
1974,Martinez,CA
1975,Los Banos,CA
1976,Glen Carbon,IL
1977,Collinsville,IL
1978,Lewiston,ID
1979,Wahiawā,HI
1980,Wailuku,HI
1981,Waimanalo,HI
1982,Kailua,HI
1983,Kīhei,HI
1984,Burbank,OH
1985,Bucyrus,OH
1986,Covington,LA
1987,San Mateo,CA
1988,Morrisville,PA
1989,Meadville,PA
1990,Lock Haven,PA
1991,Lewisburg,PA
1992,Kingston,PA
1993,Holmes,PA
1994,Beaverton,OR
1995,Williamsport,PA
1996,Washington,PA
1997,West Mifflin,PA
1998,Walnutport,PA
1999,Upper Darby,PA
2000,Lynbrook,NY
2001,Rockville Centre,NY
2002,Sun Valley,NV
2003,Farmington,NM
2004,Hillsborough,NJ
2005,New Brunswick,NJ
2006,Roswell,NM
2007,Bonaire,GA
2008,Alpharetta,GA
2009,Monticello,KY
2010,Prestonsburg,KY
2011,Leavenworth,KS
2012,Middlesboro,KY
2013,Terre Haute,IN
2014,Melville,NY
2015,Fremont,WI
2016,Lynchburg,TN
2017,Davenport,IA
2018,Council Bluffs,IA
2019,Lewiston,ME
2020,San Angelo,TX
2021,Weslaco,TX
2022,Nashotah,WI
2023,Claremont,CA
2024,La Porte,IN
2025,Corcoran,CA
2026,Jupiter,FL
2027,Montrose,CO
2028,Johnstown,NY
2029,Waynesville,NC
2030,North Haven,CT
2031,Champaign,IL
2032,Annandale,VA
2033,Clarksville,IN
2034,Elizabethton,TN
2035,Jefferson City,TN
2036,Brownsville,TN
2037,Humboldt,TN
2038,Milan,TN
2039,Oxford,OH
2040,Visalia,CA
2041,Lithia Springs,GA
2042,Washington,IN
2043,Forsyth,GA
2044,La Grange,KY
2045,San Pedro,CA
2046,Dripping Springs,TX
2047,Polson,MT
2048,Tuscola,IL
2049,Adrian,MI
2050,Round Rock,TX
2051,Aberdeen,NC
2052,Gulf Breeze,FL
2053,Greenville,OH
2054,Centralia,WA
2055,Selden,NY
2056,Solomons,MD
2057,Salinas,CA
2058,Smithfield,VA
2059,Fairmont,WV
2060,Rockville,MD
2061,Lynwood,CA
2062,Olympia,WA
2063,Reston,VA
2064,Peachtree City,GA
2065,Dowagiac,MI
2066,Leesville,LA
2067,Chino Valley,AZ
2068,Brockton,MA
2069,Elk Grove,CA
2070,La Marque,TX
2071,Deer Park,TX
2072,Huntington,WV
2073,South Point,OH
2074,Prescott,AZ
2075,Hays,KS
2076,Randolph,MA
2077,Revere,MA
2078,Lowell,MA
2079,North Reading,MA
2080,Coachella,CA
2081,Beaumont,CA
2082,Overland Park,KS
2083,Manhattan,KS
2084,Palmyra,PA
2085,Parkesburg,PA
2086,New Castle,PA
2087,Mount Pleasant,PA
2088,Irwin,PA
2089,Yukon,OK
2090,Woodward,OK
2091,Shawnee,OK
2092,Sallisaw,OK
2093,Shelby,IA
2094,Sergeant Bluff,IA
2095,Muscatine,IA
2096,Iowa Falls,IA
2097,Iowa City,IA
2098,Cedar Rapids,IA
2099,Lebanon,KY
2100,Garden City,KS
2101,Waterville,ME
2102,Biddeford,ME
2103,Sykesville,MD
2104,DeRidder,LA
2105,Baker,LA
2106,Hammond,LA
2107,Port Orange,FL
2108,Temple City,CA
2109,North Hills,CA
2110,Marianna,FL
2111,Jacksonville Beach,FL
2112,Edgewater,MD
2113,Radcliff,KY
2114,Denham Springs,LA
2115,Kingdom City,MO
2116,Dubuque,IA
2117,Perrysburg,OH
2118,Cocoa,FL
2119,Waterbury,CT
2120,Warren,OH
2121,Madisonville,TX
2122,Morgantown,WV
2123,Sarasota,FL
2124,Kennewick,WA
2125,Saint Albans,VT
2126,Paris,IL
2127,New Britain,CT
2128,Perth Amboy,NJ
2129,Deerfield Beach,FL
2130,Marysville,WA
2131,Warrenton,OR
2132,Pacific Grove,CA
2133,Grafton,WV
2134,Weston,WV
2135,Follansbee,WV
2136,Saint Marys,WV
2137,Germantown,WI
2138,Beaver Dam,WI
2139,Clintonville,WI
2140,Ripon,WI
2141,Waukegan,IL
2142,Berkeley,CA
2143,Vacaville,CA
2144,Palmyra,VA
2145,Russellville,AR
2146,Bowling Green,KY
2147,Powell,TN
2148,Seymour,IN
2149,Mooresville,IN
2150,Greenwood,IN
2151,Oak Brook,IL
2152,Champlin,MN
2153,Leadville,CO
2154,Winchester,KY
2155,Thomasville,GA
2156,Rincon,GA
2157,Thomson,GA
2158,Iowa,LA
2159,Lewisburg,WV
2160,Wisconsin Rapids,WI
2161,Van Buren,AR
2162,Kenai,AK
2163,Upper Sandusky,OH
2164,Magna,UT
2165,Fort George G Meade,MD
2166,Terrell,TX
2167,Yucca Valley,CA
2168,Bethesda,MD
2169,Jeannette,PA
2170,Seekonk,MA
2171,Waterville,OH
2172,West Springfield,MA
2173,Sandusky,OH
2174,Grafton,OH
2175,Willoughby,OH
2176,Blacklick,OH
2177,Racine,WI
2178,Brookfield,WI
2179,Glenolden,PA
2180,Arcadia,LA
2181,Port Barre,LA
2182,Cottonport,LA
2183,Hebron,NE
2184,Albion,NE
2185,Leesburg,GA
2186,West Columbia,SC
2187,Lake City,SC
2188,Dillon,SC
2189,Hartsville,SC
2190,Walterboro,SC
2191,Richmond,TX
2192,Calhan,CO
2193,Cottage Grove,OR
2194,Jamaica,NY
2195,Gloversville,NY
2196,Endicott,NY
2197,Saugus,MA
2198,North Andover,MA
2199,Burlington,MA
2200,Framingham,MA
2201,Worcester,MA
2202,Laurens,SC
2203,Kingstree,SC
2204,Woodinville,WA
2205,West Plains,MO
2206,Springfield,MO
2207,Saint Peters,MO
2208,Morrilton,AR
2209,Brinkley,AR
2210,Greenbrier,AR
2211,Ripley,WV
2212,Point Pleasant,WV
2213,Caldwell,WV
2214,Raton,NM
2215,Lordsburg,NM
2216,Ypsilanti,MI
2217,Arkadelphia,AR
2218,Gainesboro,TN
2219,Spicer,MN
2220,Elkins,WV
2221,South Charleston,WV
2222,Brentwood,TN
2223,Acton,MA
2224,Issaquah,WA
2225,Price,UT
2226,Orem,UT
2227,Lindon,UT
2228,Waller,TX
2229,Edwardsville,IL
2230,Dolton,IL
2231,Denton,TX
2232,Copperas Cove,TX
2233,Portland,TN
2234,McMinnville,TN
2235,Huntsville,TX
2236,Colorado City,TX
2237,Fountain Valley,CA
2238,Hammond,IN
2239,Gary,IN
2240,Tucker,GA
2241,Erwin,NC
2242,Elizabethtown,NC
2243,London,KY
2244,Discovery Bay,CA
2245,McHenry,IL
2246,Delafield,WI
2247,Ruther Glen,VA
2248,Duluth,GA
2249,Hiram,GA
2250,Geneva,OH
2251,Wood River,IL
2252,Bridgeton,MO
2253,Durango,CO
2254,Cos Cob,CT
2255,Charleston,WV
2256,Wytheville,VA
2257,Springfield,VA
2258,Camp Verde,AZ
2259,Saint Helena,CA
2260,Ozone Park,NY
2261,Refugio,TX
2262,Decatur,TX
2263,Baytown,TX
2264,Port Arthur,TX
2265,Martin,TN
2266,Wildomar,CA
2267,Red Bluff,CA
2268,Morgan Hill,CA
2269,Weed,CA
2270,Jackson,OH
2271,Laguna Beach,CA
2272,Harvey,LA
2273,Slidell,LA
2274,Franklinton,LA
2275,Cut Off,LA
2276,Central City,KY
2277,Mayfield,KY
2278,Pikeville,KY
2279,Walton,KY
2280,Newark,DE
2281,Marysville,CA
2282,Jackson,CA
2283,North Highlands,CA
2284,Winnetka,CA
2285,Sylmar,CA
2286,Everett,MA
2287,Fairhaven,MA
2288,Fall River,MA
2289,Dracut,MA
2290,Dorchester Center,MA
2291,Clinton,MA
2292,Chelsea,MA
2293,New Hyde Park,NY
2294,Glen Rock,PA
2295,Independence,IA
2296,Creston,IA
2297,Urbandale,IA
2298,Coatesville,PA
2299,Antioch,TN
2300,Miamisburg,OH
2301,Cedar Falls,IA
2302,Bedford,IN
2303,New London,CT
2304,Wheat Ridge,CO
2305,Pueblo,CO
2306,Evergreen,CO
2307,Middletown,NY
2308,Johnson City,NY
2309,Commack,NY
2310,Fairport,NY
2311,Ridge,NY
2312,Hobbs,NM
2313,Grants,NM
2314,Franklin Square,NY
2315,Temple,PA
2316,East Alton,IL
2317,Sandersville,GA
2318,Moundsville,WV
2319,Mifflinburg,PA
2320,McKeesport,PA
2321,Littlestown,PA
2322,Lehighton,PA
2323,Kennett Square,PA
2324,Indiana,PA
2325,Hatfield,PA
2326,Schulenburg,TX
2327,Goodyear,AZ
2328,Plainville,MA
2329,Indian River,MI
2330,Reed City,MI
2331,Kalkaska,MI
2332,Zeeland,MI
2333,Saugatuck,MI
2334,Whitehall,MI
2335,Fremont,MI
2336,Carmel,IN
2337,Beloit,WI
2338,Chesapeake,VA
2339,Azle,TX
2340,Amelia,OH
2341,Morristown,NJ
2342,Northampton,MA
2343,Waverly,OH
2344,Santa Paula,CA
2345,Manteca,CA
2346,O Fallon,MO
2347,Eden Prairie,MN
2348,Bristol,TN
2349,Mauldin,SC
2350,Moncks Corner,SC
2351,Murrells Inlet,SC
2352,Gaston,SC
2353,Duncan,SC
2354,Darlington,SC
2355,Bishopville,SC
2356,Aynor,SC
2357,Prescott Valley,AZ
2358,Destrehan,LA
2359,Olive Hill,KY
2360,Munfordville,KY
2361,Morganfield,KY
2362,Madisonville,KY
2363,Liberty,KY
2364,Hopkinsville,KY
2365,Henderson,KY
2366,Hodgenville,KY
2367,Alpine,CA
2368,Monterey Park,CA
2369,Redlands,CA
2370,Birch Run,MI
2371,La Grande,OR
2372,Rexburg,ID
2373,Moscow,ID
2374,Garland,TX
2375,Fredericksburg,TX
2376,Bonner Springs,KS
2377,East Greenwich,RI
2378,Quakertown,PA
2379,Pottstown,PA
2380,Monroeville,PA
2381,Hermitage,PA
2382,New Oxford,PA
2383,Wexford,PA
2384,Allison Park,PA
2385,Cranberry Township,PA
2386,Dillsburg,PA
2387,Hidalgo,TX
2388,Kaysville,UT
2389,Butte,MT
2390,Corvallis,MT
2391,Pataskala,OH
2392,Madison,OH
2393,Johnstown,OH
2394,Fostoria,OH
2395,Fairfield,OH
2396,Lockport,NY
2397,Lakewood,NY
2398,Greenvale,NY
2399,Mosinee,WI
2400,Marion,IA
2401,Coralville,IA
2402,Clinton,IA
2403,Wrens,GA
2404,Algona,IA
2405,Vidalia,GA
2406,Swainsboro,GA
2407,Sylvester,GA
2408,Smyrna,GA
2409,Pearland,TX
2410,Wabash,IN
2411,Laughlin,NV
2412,Desert Hot Springs,CA
2413,Pryor,OK
2414,Flemington,NJ
2415,East Brunswick,NJ
2416,Farmingdale,NY
2417,Cortland,NY
2418,Depew,NY
2419,West Memphis,AR
2420,Pine Bluff,AR
2421,Pocahontas,AR
2422,Malvern,AR
2423,Easley,SC
2424,Happy Valley,OR
2425,Franklin,KY
2426,Benton,KY
2427,Kuttawa,KY
2428,Paducah,KY
2429,Natchitoches,LA
2430,Seymour,TN
2431,Johnson City,TN
2432,Fayetteville,GA
2433,Centerville,GA
2434,Canton,GA
2435,Brunswick,GA
2436,Windsor,NC
2437,Barbourville,KY
2438,Irvine,KY
2439,West Salem,OH
2440,Wilson,NC
2441,Sylva,NC
2442,Sanford,NC
2443,Southern Pines,NC
2444,Rockingham,NC
2445,Herculaneum,MO
2446,Cuba,MO
2447,Alturas,CA
2448,Evansdale,IA
2449,Union City,TN
2450,Hardinsburg,KY
